idx,season,episode,character,line
40376,s5,07,Leslie Knope,And ludgated.
40377,s5,07,Leslie Knope,And perkinsed.
40378,s5,07,Jeremy Jamm,Ha-ha.
40379,s5,07,Jeremy Jamm,Nice try.
40380,s5,07,Jeremy Jamm,It didn't work.
40381,s5,07,Jeremy Jamm,You just got jammed.
40382,s5,07,Leslie Knope,"Okay, so let's get to work."
40383,s5,07,Ann Perkins,"Wait, wait, wait, do you never just take a second to enjoy things?"
40384,s5,07,Leslie Knope,"I just said, ""let's get to work."""
40385,s5,07,Leslie Knope,How else do people enjoy things?
40386,s5,07,Barney,"I know you changed your mind the last time we offered you a job, but we are just thrilled that you changed it again."
40387,s5,07,Ben Wyatt,Thank you.
40388,s5,07,Ben Wyatt,Me too.
40389,s5,07,Barney,This is our best office.
40390,s5,07,Barney,"As you can see through the window, you have a great view of the billing department."
40391,s5,07,Barney,"Hey, Sharon!"
40392,s5,07,Extra,Shh.
40393,s5,07,Barney,Sorry.
40394,s5,07,Barney,She's fun.
40395,s5,07,Barney,"So, please, if there's anything we can do to make you happier in your new job, just let me know."
40396,s5,07,Ben Wyatt,"Oh, no, this is great, Barney."
40397,s5,07,Ben Wyatt,Thank you.
40398,s5,07,Ben Wyatt,But I have to quit again.
40399,s5,07,Barney,What
40400,s5,07,Barney,ohh! Is this a classic Ben joke?
40401,s5,07,Ben Wyatt,No.
40402,s5,07,Ben Wyatt,I'm really sorry.
40403,s5,07,Ben Wyatt,But I just don't want to do this.
40404,s5,07,Ben Wyatt,I need to move my life in another direction.
40405,s5,07,Barney,This is disappointing.
40406,s5,07,Barney,Again.
40407,s5,07,Barney,Maybe someday we'll figure out the magic formula that gets you to work here.
40408,s5,07,Ben Wyatt,"Well, formulas are my formula for moolah."
40409,s5,07,Barney,"Ted, get in here! Ben's quitting again, but you gotta hear what he said."
40410,s5,07,Ben Wyatt,"Leslie's been saying for weeks I should do something I love, and she's right."
40411,s5,07,Ben Wyatt,And I'll help Tom or maybe try to do that TV thing or maybe work for the Sweetums foundation.
40412,s5,07,Ben Wyatt,I don't know.
40413,s5,07,Ben Wyatt,Life is short.
40414,s5,07,Ben Wyatt,"Why be an accountant, you know? I mean, other than the stability and the health plan and the above-average pay."
40415,s5,07,Ben Wyatt,"Oh, God, this better work out."
40416,s5,08,Extra,"Support for Pawnee Community Radio comes from listeners like you and from the new film The Shadows of Seven Heads, the dramic tale of an Israeli soldier who falls in love with conjoined Palestinian sextuplets."
40417,s5,08,Extra,Out soon from Focus Features.
40418,s5,08,Derry Murbles,"Welcome to ""Thought For Your Thoughts."""
40419,s5,08,Derry Murbles,"I'm your host Derry Murbles, sitting in for Nina Joplin, who is touring the country performing a spokenword opera about pearshaped women."
40420,s5,08,Derry Murbles,My guest today is City Councilwoman Leslie Knope.
40421,s5,08,Leslie Knope,"It is a pleasure to be back, Derry."
40422,s5,08,Leslie Knope,Your show last week on dolphin lactation was just riveting radio.
40423,s5,08,Leslie Knope,"Derry, my team and I are trying to build a park, and we need input on the design from you, the citizens of Pawnee."
40424,s5,08,Leslie Knope,So I guess I'm here to send out the Bat Signal.
40425,s5,08,Derry Murbles,"A Bat Signal, for listeners who might not know, refers to the children's character ""the Bat Man"" a strong gentleman who fights crime nocturnally."
40426,s5,08,Leslie Knope,That's correct.
40427,s5,08,Leslie Knope,Well put.
40428,s5,08,Leslie Knope,This park is going to be a celebration of Pawnee by Pawnee and for Pawnee.
40429,s5,08,Leslie Knope,"So, you know, send in your plan or your resume And quick."
40430,s5,08,Leslie Knope,Please.
40431,s5,08,Leslie Knope,Hurry.
40432,s5,08,Leslie Knope,This is all gonna fall apart if you don't hurry.
40433,s5,08,Derry Murbles,"Coming up after the break, movie reviews with Ken Tucker who is filling in for David Bianculli who's in New York filling in for Ken Tucker."
40434,s5,08,Derry Murbles,"Leslie, would you like to introduce the next segment?"
40435,s5,08,Leslie Knope,Okay.
40436,s5,08,Leslie Knope,"""Now it's time for 'Jazz Plus Jazz Equals Jazz, ' ""today we have a recording of Benny Goodman played over a separate recording of Miles Davis."""
40437,s5,08,Derry Murbles,Research shows that our listeners love jazz.
40438,s5,08,Leslie Knope,"All right, so this is a letter from what looks like a federal penitentiary."
40439,s5,08,Leslie Knope,"""Here's a model of what I thought the park could look like."
40440,s5,08,Leslie Knope,"Also, I'm innocent."
40441,s5,08,Leslie Knope,"Please find me a lawyer."""
40442,s5,08,Leslie Knope,I'm getting kind of worried.
40443,s5,08,Leslie Knope,"I mean, we have not received one usable idea so far."
40444,s5,08,Ben Wyatt,Hang on.
40445,s5,08,Ben Wyatt,Look at this guy.
40446,s5,08,Ben Wyatt,"""30 years of experience ""with a degree in architecture from the Royal Danish Academy of Fine Arts in Copenhagen."""
40447,s5,08,Leslie Knope,Wow!
40448,s5,08,Leslie Knope,Beautiful fountain.
40449,s5,08,Leslie Knope,Perfectly manicured shrubbery.
40450,s5,08,Leslie Knope,This is like Parks Department porn.
40451,s5,08,Leslie Knope,This guy is great.
40452,s5,08,Leslie Knope,I don't care if he's some junkie war criminal pimp.
40453,s5,08,Leslie Knope,I am not gonna change my mind.
40454,s5,08,Ben Wyatt,His name's Wreston St. James.
40455,s5,08,Ben Wyatt,He's from Eagleton.
40456,s5,08,Leslie Knope,"Oh, I've changed my mind."
40457,s5,08,Leslie Knope,"I'm not being melodramatic when I say that people from Eagleton are snobby and evil, and they look down on Pawnee, and they would most likely exterminate everyone who isn't from Eagleton if they weren't so busy being obsessed with themselves."
40458,s5,08,Leslie Knope,"God, that was close."
40459,s5,08,Leslie Knope,"Sometimes when I rant about Eagleton, I forget to breathe, and I pass out."
40460,s5,08,Leslie Knope,No.
40461,s5,08,Leslie Knope,We cannot have someone from Eagleton design a park for Pawnee.
40462,s5,08,Leslie Knope,We have had a blood feud that has lasted for 200 years.
40463,s5,08,Ben Wyatt,"Well, we don't have a lot of time, and he is the first decent candidate."
40464,s5,08,Ben Wyatt,So let's at least go meet the guy.
40465,s5,08,Leslie Knope,"Yeah, that's a good idea."
40466,s5,08,Leslie Knope,Then we can reject him face to face.
40467,s5,08,Leslie Knope,I like your plan.
40468,s5,08,Tom Haverford,"Friends, former lovers, acquaintances, Jerry, I introduce you to the future home of RentASwag!"
40469,s5,08,Ann Perkins,Yikes.
40470,s5,08,Tom Haverford,"Much like women in '90s standup comedy routines, Tommy be shopping."
40471,s5,08,Tom Haverford,I started a business where I rent my fancy clothes to teens so their parents don't have to buy them nice things they'll just grow out of.
40472,s5,08,Tom Haverford,"So if you see a 14 year old kid wearing a Louis Vuitton cravat, you know who to thank."
40473,s5,08,Tom Haverford,Me.
40474,s5,08,Tom Haverford,And Louis Vuitton for making some dopeass cravats.
40475,s5,08,Ron Swanson,"Son, I love wildlife, but is a store the best place for it?"
40476,s5,08,Jerry Gergich,Help.
40477,s5,08,Tom Haverford,"The place needs some work, but this is a great location."
40478,s5,08,Tom Haverford,"Lots of foot traffic, no metered parking."
40479,s5,08,Tom Haverford,And it's well within my fiscal range.
40480,s5,08,Donna Meagle,"Good use of the word fiscal, Tommy very upscale."
40481,s5,08,Chris Traeger,Very impressive.
40482,s5,08,Chris Traeger,Watching you gives me faith that anyone can reinvent themselves.
40483,s5,08,Tom Haverford,Tommy Timberlake is dead.
40484,s5,08,Tom Haverford,Long live Thomas M.
40485,s5,08,Tom Haverford,"Haverford, responsible tycoon."
40486,s5,08,Jerry Gergich,Help.
40487,s5,08,Jerry Gergich,I can't move.
40488,s5,08,Leslie Knope,He designed this place?
40489,s5,08,Leslie Knope,What a dump.
40490,s5,08,Wreston St. James,Ben!
40491,s5,08,Wreston St. James,Leslie.
40492,s5,08,Wreston St. James,Hi!
40493,s5,08,Ben Wyatt,Hi.
40494,s5,08,Wreston St. James,Wreston St. James.
40495,s5,08,Wreston St. James,Thank you so much for coming.
40496,s5,08,Ben Wyatt,"No, thank you."
40497,s5,08,Wreston St. James,"Well, what do you think of our newest park?"
40498,s5,08,Leslie Knope,Eh.
40499,s5,08,Leslie Knope,"In a word, underwhelming."
40500,s5,08,Leslie Knope,And a little inconvenient.
40501,s5,08,Leslie Knope,There's no trash cans anywhere.
40502,s5,08,Leslie Knope,"What am I supposed to do with my garbage, just throw it on the ground?"
40503,s5,08,Extra,"Oh, hey."
40504,s5,08,Extra,Thank you for the trash!
40505,s5,08,Ben Wyatt,"Mr. St. James, I have to say, this park is incredible."
40506,s5,08,Wreston St. James,Thank you.
40507,s5,08,Wreston St. James,"Its official name is ""Five Mile Grounds"", but we like to call it ""Wide smiles abound."""
40508,s5,08,Ben Wyatt,Because of all the smiles that occur?
40509,s5,08,Leslie Knope,It's so boring.
40510,s5,08,Wreston St. James,"Come on, I'll take you guys on a little tour."
40511,s5,08,Ben Wyatt,Great.
40512,s5,08,Ben Wyatt,He seems super cool.
40513,s5,08,Leslie Knope,He seems cool.
40514,s5,08,Leslie Knope,Just you wait.
40515,s5,08,Leslie Knope,"Well, they always wine and dine you first, but the fact of the matter is Eagletonians are, without exception, snobby, condescending jerks."
40516,s5,08,Leslie Knope,This is the Pawnee side of our border with Eagleton And this is the Eagleton side.
40517,s5,08,Andy Dwyer,Ah.
40518,s5,08,Andy Dwyer,Uhh.
40519,s5,08,Andy Dwyer,"Hey, babe, it's me."
40520,s5,08,Andy Dwyer,"Will you come down here, please, and keep me company?"
40521,s5,08,Andy Dwyer,I'm so bored.
40522,s5,08,Andy Dwyer,I need you.
40523,s5,08,April Ludgate,"If I come down there, can I at least break something?"
40524,s5,08,Andy Dwyer,"Of course, baby."
40525,s5,08,Andy Dwyer,Anything.
40526,s5,08,Andy Dwyer,You know that.
40527,s5,08,Andy Dwyer,Chris gave me this great job as a weekend security guard at City Hall.
40528,s5,08,Andy Dwyer,Only one problem it's a terrible job.
40529,s5,08,Andy Dwyer,"I did everything I was supposed to do, and I walked around the building four times."
40530,s5,08,Andy Dwyer,Only 20 minutes has gone by.
40531,s5,08,Andy Dwyer,Ugh!
40532,s5,08,Andy Dwyer,Thought maybe ten minutes had gone by since I started talking.
40533,s5,08,Andy Dwyer,It's only been 15 seconds.
40534,s5,08,Andy Dwyer,"Ohh Oh, babe, thank God you're here."
40535,s5,08,Andy Dwyer,"I got so bored, I started thinking about existence ""Do I matter?"""
40536,s5,08,Andy Dwyer,Do any of us?
40537,s5,08,Andy Dwyer,"Is there a master plan in the works, a grand design?"
40538,s5,08,Andy Dwyer,Just dumb stuff like that.
40539,s5,08,April Ludgate,Ugh!
40540,s5,08,April Ludgate,Who cares?
40541,s5,08,Andy Dwyer,I thought being a security guard would be exciting.
40542,s5,08,Andy Dwyer,Nope.
40543,s5,08,April Ludgate,Wait a minute.
40544,s5,08,April Ludgate,Isn't this how all great Bert Macklin cases start?
40545,s5,08,April Ludgate,It's quiet.
40546,s5,08,April Ludgate,A little too quiet.
40547,s5,08,Wreston St. James,"As you can see, we like to keep things quite immaculate."
40548,s5,08,Wreston St. James,I remember when Pawnee had that massive sewage overflow in Circle Park whatever happened with that?
40549,s5,08,Leslie Knope,We totally fixed it.
40550,s5,08,Ben Wyatt,"Well, except for the smell."
40551,s5,08,Ben Wyatt,The scientists think it's going to linger for another 40 years.
40552,s5,08,Leslie Knope,Can we just cut to the chase here?
40553,s5,08,Leslie Knope,Why would a fancy Eagleton architect like you want to design a tiny Pawnee park?
40554,s5,08,Wreston St. James,"Well, I heard your plea on the radio, and you were so passionate about the project."
40555,s5,08,Wreston St. James,It doesn't matter if it's a giant park like this or a little tiny pocket park.
40556,s5,08,Wreston St. James,It's about the people.
40557,s5,08,Wreston St. James,We're here to serve them.
40558,s5,08,Extra,"Hey, Mr. St. James!"
40559,s5,08,Wreston St. James,"Oh, our balloon artisan is out of balloons."
40560,s5,08,Wreston St. James,Excuse me.
40561,s5,08,Ben Wyatt,I have chills.
40562,s5,08,Ben Wyatt,Look at my arm.
40563,s5,08,Leslie Knope,Why are you so charmed by him?
40564,s5,08,Leslie Knope,You're like a Southern belle when Rhett Butler comes around.
40565,s5,08,Ben Wyatt,Yes.
40566,s5,08,Ben Wyatt,Rhett Butler.
40567,s5,08,Ben Wyatt,That's who he reminds me of.
40568,s5,08,Ben Wyatt,Or Bono!
40569,s5,08,Leslie Knope,What?
40570,s5,08,Leslie Knope,No one from Eagleton has ever wanted to help anyone from Pawnee for any reason.
40571,s5,08,Leslie Knope,"In 1988, we were hit by a tornado."
40572,s5,08,Leslie Knope,"We asked Eagleton for help, and they claimed they weren't home."
40573,s5,08,Leslie Knope,An entire town claimed they weren't home.
40574,s5,08,Leslie Knope,I don't trust that guy for a second.
40575,s5,08,Ben Wyatt,"Leslie, look what Wreston commissioned from the balloon artisan."
40576,s5,08,Ben Wyatt,It's us.
40577,s5,08,Tom Haverford,"Great work, team."
40578,s5,08,Tom Haverford,"Donna, you and your work are ravishing, as usual."
40579,s5,08,Tom Haverford,"Ann, great organizational skills."
40580,s5,08,Ann Perkins,Wow.
40581,s5,08,Ann Perkins,Genuine praise.
40582,s5,08,Tom Haverford,It's a tip I picked up from Lee Iacocca's autobiography.
40583,s5,08,Tom Haverford,A small connection between you and your workers helps build loyalty.
40584,s5,08,Tom Haverford,Jerry!
40585,s5,08,Tom Haverford,How's the old ticker?
40586,s5,08,Jerry Gergich,Oh.
40587,s5,08,Jerry Gergich,"Well, uh, the rehab is grueling"
40588,s5,08,Tom Haverford,Great!
40589,s5,08,Tom Haverford,Glad to hear it.
40590,s5,08,Tom Haverford,"Yo, Roomba, drop a beat!"
40591,s5,08,Tom Haverford,RentASwag is gonna be the opposite of Entertainment720.
40592,s5,08,Tom Haverford,This is my last chance.
40593,s5,08,Tom Haverford,"If this goes down in flames, I will have nothing except my looks."
40594,s5,08,Tom Haverford,I could always pimp myself out to hot older ladies.
40595,s5,08,Tom Haverford,I need to remember that.
40596,s5,08,Leslie Knope,"May, 1817."
40597,s5,08,Leslie Knope,"A scrappy group of frontiersmen and women arrive at a hardscrabble chunk of land and call it Pawnee, Indiana."
40598,s5,08,Wreston St. James,We owe them a debt of gratitude.
40599,s5,08,Leslie Knope,Mm.
40600,s5,08,Leslie Knope,"June, 1817, the richest among them take all of their money from the bank and then flee up the hill like cowards to form Eagleton."
40601,s5,08,Leslie Knope,Recognize any of your ancestors among the meanies?
40602,s5,08,Wreston St. James,"Actually, like most people from the area, I have ancestors on both sides."
40603,s5,08,Wreston St. James,That's why I think this rivalry is just a little silly and selfdefeating.
40604,s5,08,Ben Wyatt,"Yeah, you may not know this, but Leslie was actually born in Eagleton."
40605,s5,08,Leslie Knope,Do not blame me for the sins of my mother.
40606,s5,08,Wreston St. James,"Look Ms. Knope, I'm really trying here, but I just don't know if our working together is such a great idea."
40607,s5,08,Leslie Knope,Oh running away so soon.
40608,s5,08,Leslie Knope,Typical.
40609,s5,08,Leslie Knope,"You know, say what you want about Pawneeans, but we never give up."
40610,s5,08,Ben Wyatt,"We have a mural called ""The Many Surrenders of Pawnee."""
40611,s5,08,Leslie Knope,"Oh, look who's paying attention to me now!"
40612,s5,08,Ben Wyatt,Okay.
40613,s5,08,Ben Wyatt,Can I speak to you privately for a minute?
40614,s5,08,Andy Dwyer,The name is special agent Bert Macklin.
40615,s5,08,Andy Dwyer,"Tell me who you are, who you work for, and don't bother trying to lie to me, because I'm amazing."
40616,s5,08,April Ludgate,"My name is Judy Hitler, and I am the spoiled only daughter of Adolf."
40617,s5,08,April Ludgate,"And I'm going to tell my Daddy you were mean to me, Bert Macklin."
40618,s5,08,April Ludgate,He's not going to like it very much.
40619,s5,08,April Ludgate,So untie me!
40620,s5,08,Andy Dwyer,"Nice try, Miss Hitler, but you have something that I want."
40621,s5,08,Andy Dwyer,Where's the necklace with all of Germany's war secrets?
40622,s5,08,April Ludgate,I don't know what you are talking about.
40623,s5,08,Andy Dwyer,I think you do!
40624,s5,08,April Ludgate,I don't!
40625,s5,08,Andy Dwyer,"Now, you give me that war ending necklace, or I will resort to torture."
40626,s5,08,April Ludgate,Fine.
40627,s5,08,April Ludgate,"I will show you where it is, damn it."
40628,s5,08,April Ludgate,"You're too good, Macklin."
40629,s5,08,Andy Dwyer,"Don't you do it, Hitler."
40630,s5,08,Andy Dwyer,Don't you dare fall in love with me.
40631,s5,08,Andy Dwyer,"Oh, Hitler, you sexy bastard."
40632,s5,08,Andy Dwyer,No!
40633,s5,08,April Ludgate,Yes!
40634,s5,08,Andy Dwyer,MmMm!
40635,s5,08,Andy Dwyer,Aah!
40636,s5,08,Chris Traeger,I am just filled to the brim with questions.
40637,s5,08,Chris Traeger,Why are you using this wood?
40638,s5,08,Chris Traeger,Is it more pliable?
40639,s5,08,Chris Traeger,What are these metal latches?
40640,s5,08,Chris Traeger,Are they copper or brass?
40641,s5,08,Chris Traeger,Is one better?
40642,s5,08,Chris Traeger,"And if so, why?"
40643,s5,08,Ron Swanson,"If I tell you, then you won't have learned anything."
40644,s5,08,Chris Traeger,Another in a long line of lessons from the great Ron Swanson.
40645,s5,08,Chris Traeger,"My therapist, Dr."
40646,s5,08,Chris Traeger,"Richard Nygard, suggested that I try some non exercise based hobbies."
40647,s5,08,Chris Traeger,So I've been studying woodworking with Ron.
40648,s5,08,Chris Traeger,I made this.
40649,s5,08,Chris Traeger,"Before I started, it was bigger."
40650,s5,08,Ron Swanson,Here.
40651,s5,08,Ron Swanson,I have designed something very important.
40652,s5,08,Ron Swanson,Why don't you start work on that right away?
40653,s5,08,Chris Traeger,"Yes, sir!"
40654,s5,08,Ron Swanson,It's a flight of stairs that leads to nowhere.
40655,s5,08,Ben Wyatt,Were you listening to him when he was talking about serving the public and making our communities better?
40656,s5,08,Ben Wyatt,"You know who he sounds like, right?"
40657,s5,08,Leslie Knope,Yes.
40658,s5,08,Leslie Knope,Idi Amin.
40659,s5,08,Leslie Knope,Or Lord Voldemort.
40660,s5,08,Ben Wyatt,No.
40661,s5,08,Ben Wyatt,You.
40662,s5,08,Ben Wyatt,"Now, you've been very rude to him, and you need to apologize."
40663,s5,08,Leslie Knope,Ha ha ha.
40664,s5,08,Leslie Knope,"You are a laugh riot, Ben."
40665,s5,08,Leslie Knope,I am never going to apologize to someone from Eagleton.
40666,s5,08,Ben Wyatt,All right.
40667,s5,08,Ben Wyatt,So you can kiss your park and four years of work goodbye.
40668,s5,08,Ben Wyatt,Up to you.
40669,s5,08,Ben Wyatt,Come on.
40670,s5,08,Ben Wyatt,You can do it.
40671,s5,08,Leslie Knope,I don't want to.
40672,s5,08,Ben Wyatt,You can You can do it.
40673,s5,08,Ben Wyatt,"Mr. St. James, this has been a strange day."
40674,s5,08,Ben Wyatt,But we wouldn't want to leave you with the wrong impression of Pawnee.
40675,s5,08,Andy Dwyer,Have you guys seen Hitler?
40676,s5,08,Ben Wyatt,"Anyway, we would love to have you design the park, and in the spirit of reconciliation, Leslie would like to apologize."
40677,s5,08,Leslie Knope,"I may have allowed my prejudices, my totally legitimate prejudices against Eagleton affect my feelings towards your involvement in this project, and so therefore, I would like to say that I'm I'm I'm Leslie Knope."
40678,s5,08,Leslie Knope,No.
40679,s5,08,Leslie Knope,That's not what I want to say.
40680,s5,08,Leslie Knope,Okay.
40681,s5,08,Leslie Knope,My mouth is kinda dry.
40682,s5,08,Leslie Knope,My mouth is dry.
40683,s5,08,Leslie Knope,This is Canada Dry.
40684,s5,08,Leslie Knope,Drink Canada Dry if your mouth is dry.
40685,s5,08,Leslie Knope,That's nothing.
40686,s5,08,Leslie Knope,What I want to say is I'm s I'm sor I'm sor
40687,s5,08,Leslie Knope,He's a human being.
40688,s5,08,Leslie Knope,You're a human being.
40689,s5,08,Leslie Knope,You can just just say I'm sor
40690,s5,08,Ben Wyatt,"Oh, my God."
40691,s5,08,Leslie Knope,I'm sorry.
40692,s5,08,Leslie Knope,I'm sorry.
40693,s5,08,Leslie Knope,I'm sorry.
40694,s5,08,Leslie Knope,"I'm sorry that I I'm sorry, very sorry, that I was rude."
40695,s5,08,Leslie Knope,It's too soon.
40696,s5,08,Wreston St. James,"You know what, as a gesture of good will, I'd like to waive my fee."
40697,s5,08,Wreston St. James,I'll design the park pro bono.
40698,s5,08,Leslie Knope,Thank you.
40699,s5,08,Leslie Knope,That's very nice of you.
40700,s5,08,Wreston St. James,I've been working up a little model of the design.
40701,s5,08,Wreston St. James,"Why don't I bring it over, and we can all go through it together."
40702,s5,08,Ben Wyatt,Great.
40703,s5,08,Ben Wyatt,And then you can come to our wedding.
40704,s5,08,Leslie Knope,Huh?
40705,s5,08,Wreston St. James,What?
40706,s5,08,Ben Wyatt,"It's in May, and we haven't planned it yet, but save the date."
40707,s5,08,April Ludgate,I was never here.
40708,s5,08,Andy Dwyer,Ah!
40709,s5,08,April Ludgate,Aah!
40710,s5,08,Tom Haverford,"Well done, team."
40711,s5,08,Tom Haverford,What do you think of the place?
40712,s5,08,Ann Perkins,Do you really like this yellow paint?
40713,s5,08,Ann Perkins,"I mean, I know it was on sale, but it looks a lot like dried phlegm."
40714,s5,08,Donna Meagle,"For real, Tom."
40715,s5,08,Donna Meagle,This place is sad.
40716,s5,08,Donna Meagle,I think one of the mannequins tried to commit suicide.
40717,s5,08,Chris Traeger,"I think what's important is we all had a goal, and we achieved it."
40718,s5,08,Ann Perkins,So you like the place?
40719,s5,08,Chris Traeger,"Oh, no, it's quite terrible."
40720,s5,08,Tom Haverford,This is the best I can do for now.
40721,s5,08,Tom Haverford,And I'm $46 under budget.
40722,s5,08,Tom Haverford,Now I have a small treat for you guys for all your hard work.
40723,s5,08,Tom Haverford,Pizza party!
40724,s5,08,Jerry Gergich,One small pizza for all of us.
40725,s5,08,Jerry Gergich,With no toppings.
40726,s5,08,Tom Haverford,"Cheese is a topping, Jerry."
40727,s5,08,Tom Haverford,"And why are these lights blaring, by the way?"
40728,s5,08,Tom Haverford,Does someone here own stock in the electric company?
40729,s5,08,Ron Swanson,"If there were more food and fewer people, this would be a perfect party."
40730,s5,08,Andy Dwyer,"You can't run, Hitler."
40731,s5,08,Andy Dwyer,82nd airborne is everywhere!
40732,s5,08,Andy Dwyer,History channel.
40733,s5,08,Andy Dwyer,Ho ho ho!
40734,s5,08,Andy Dwyer,What is this?
40735,s5,08,Andy Dwyer,"A child spy, sent to steal the necklace?"
40736,s5,08,Andy Dwyer,"Bert Macklin, FBI!"
40737,s5,08,Andy Dwyer,Freeze!
40738,s5,08,Extra,I didn't do anything!
40739,s5,08,April Ludgate,"Yeah, bad call, Bert."
40740,s5,08,Andy Dwyer,Oh.
40741,s5,08,Andy Dwyer,"Oh, hey, I'm just kidding, buddy."
40742,s5,08,Andy Dwyer,I'm just playing around.
40743,s5,08,Andy Dwyer,My name's really Andy Dwyer.
40744,s5,08,Andy Dwyer,I'm a security guard.
40745,s5,08,Andy Dwyer,What's your name?
40746,s5,08,Extra,Joey.
40747,s5,08,Extra,"I was with my mom, and I got lost."
40748,s5,08,Andy Dwyer,Oh.
40749,s5,08,Andy Dwyer,"Well, gosh, don't worry about that."
40750,s5,08,Andy Dwyer,"I've gotten lost here about 500 times, and I work here."
40751,s5,08,Andy Dwyer,"What do you say we go find your mom, huh?"
40752,s5,08,Andy Dwyer,She's not in there.
40753,s5,08,Andy Dwyer,I'll bet.
40754,s5,08,Andy Dwyer,Let's try this way.
40755,s5,08,Extra,Hello?
40756,s5,08,Extra,"Ms. Knope, Mr. Wyatt?"
40757,s5,08,Extra,We're from Wreston St. James' firm.
40758,s5,08,Leslie Knope,"Oh, hey, come on in."
40759,s5,08,Leslie Knope,Where's Wreston?
40760,s5,08,Extra,He's on his way.
40761,s5,08,Extra,He wanted us to get started.
40762,s5,08,Ben Wyatt,Aw!
40763,s5,08,Ben Wyatt,"Oh, well."
40764,s5,08,Ben Wyatt,"Okay, I guess go ahead."
40765,s5,08,Extra,"We present the Crown Jewel of Pawnee containing the sights, sounds, and most importantly, smells that define your city."
40766,s5,08,Extra,There are several drool buckets for your more slackjawed citizens.
40767,s5,08,Extra,We also have food troughs full of cheeseburgers and public showers with instructions for those who've never showered before.
40768,s5,08,Leslie Knope,You have five seconds to get out of here Or I will rip your throats out.
40769,s5,08,Ben Wyatt,Out.
40770,s5,08,Ben Wyatt,Now.
40771,s5,08,Extra,"Oh, hey, my backyard is bigger than your park."
40772,s5,08,Ben Wyatt,"Leslie, stay back, stay back."
40773,s5,08,Leslie Knope,"I told you that Eagletonians are awful, terrible people."
40774,s5,08,Leslie Knope,They call their boogers Pawnee caviar.
40775,s5,08,Ben Wyatt,"I'm on your side, and I'm furious too."
40776,s5,08,Ben Wyatt,But this just doesn't make sense to me.
40777,s5,08,Ben Wyatt,"I'm gonna talk to Wreston, and I'm gonna get to the bottom of this."
40778,s5,08,Leslie Knope,Any excuse to talk to Wreston.
40779,s5,08,Leslie Knope,"Well, I am gonna think about a revenge plan."
40780,s5,08,Leslie Knope,I know what we're gonna do.
40781,s5,08,Leslie Knope,We're gonna find out where he lives.
40782,s5,08,Leslie Knope,We're gonna drive to his house.
40783,s5,08,Leslie Knope,We're gonna set it on fire and watch it burn.
40784,s5,08,Ben Wyatt,"Leslie, we can't do that."
40785,s5,08,Leslie Knope,You're right.
40786,s5,08,Leslie Knope,We can't.
40787,s5,08,April Ludgate,"All right, so"
40788,s5,08,April Ludgate,Does this look familiar?
40789,s5,08,Andy Dwyer,"No, not at all."
40790,s5,08,April Ludgate,I was talking to Joey.
40791,s5,08,Extra,Joey!
40792,s5,08,Extra,Mommy!
40793,s5,08,Extra,There you are.
40794,s5,08,Extra,"Oh, God, I was so worried."
40795,s5,08,Extra,Thank you so much.
40796,s5,08,Extra,You'll never know how much I appreciate it.
40797,s5,08,Andy Dwyer,"Well, just doing my job, ma'am."
40798,s5,08,Extra,"Thank you for saving me, Andy."
40799,s5,08,Extra,"Thank you, too, miss Hitler."
40800,s5,08,Extra,What?
40801,s5,08,April Ludgate,Don't worry about it.
40802,s5,08,April Ludgate,Wow.
40803,s5,08,April Ludgate,You made those losers very happy.
40804,s5,08,Andy Dwyer,"Oh, no, I didn't."
40805,s5,08,Andy Dwyer,Bert Macklin did.
40806,s5,08,April Ludgate,No
40807,s5,08,Andy Dwyer,FBI.
40808,s5,08,April Ludgate,"Actually, Bert Macklin kinda made that little boy cry."
40809,s5,08,Andy Dwyer,"Well, he's a rogue agent who refuses to play by the rules."
40810,s5,08,April Ludgate,"Seriously, I think Andy Dwyer makes a better real cop than Bert Macklin."
40811,s5,08,April Ludgate,Maybe it's time for Bert Macklin to hang up his shades.
40812,s5,08,Extra,Can I get you something to drink?
40813,s5,08,Ben Wyatt,"Iced tea, please."
40814,s5,08,Ben Wyatt,"And can I ask you, how are there palm trees here?"
40815,s5,08,Extra,"Well, Eagleton lies on top of a hot spring which creates a microclimate zone."
40816,s5,08,Extra,We are truly blessed.
40817,s5,08,Wreston St. James,"God, I'm so sorry I'm late."
40818,s5,08,Ben Wyatt,"What the hell happened, man?"
40819,s5,08,Wreston St. James,I had nothing to do with that stupid prank.
40820,s5,08,Wreston St. James,"In fact, that's why I'm late."
40821,s5,08,Wreston St. James,"I was firing the two people who were responsible, and I was escorting them out of the building."
40822,s5,08,Ben Wyatt,Well Good!
40823,s5,08,Wreston St. James,"Full disclosure, Certain people in the firm wanted to promote them, but I insisted they be fired."
40824,s5,08,Ben Wyatt,"If you swear to me that you're serious, maybe we can salvage this."
40825,s5,08,Wreston St. James,I would really love to.
40826,s5,08,Wreston St. James,But what about Leslie? I just doubt that she can ever get over the bad blood between our towns.
40827,s5,08,Ben Wyatt,I think you're wrong.
40828,s5,08,Ben Wyatt,Leslie is a very forgiving person.
40829,s5,08,Leslie Knope,"Revenge! Ha ha hal This is for Pawnee, you buttfaced pompous jerk! Whoo! I love you, Ben."
40830,s5,08,Leslie Knope,Pawnee forever! You want a stupid tie? I'll give you a stupid tie.
