Character,Line,Next_Character,Season,Episode,Line_Length,Sentiment
Ben Wyatt,"I asked for Larry's help because he has the most successful marriage of anyone I know, to a gorgeous woman. Which, honestly, is still a mystery to me. Like, was it a hypnosis accident or something, where they put Gayle under and made her fall in love with Larry and never said the magic word to snap her out of it? Like, if I say ""nutmeg,"" will she wake up and start screaming?",April Ludgate,6,13,73,Positive
April Ludgate,"What kind of pet are you interested in adopting? We have dogs, cats, rabbits. Um, I work here, so, legally, you can adopt me.",Ron Swanson,6,13,24,Negative
Ron Swanson,The girls want an actual dog. And they want it to look like this.,April Ludgate,6,13,14,Positive
April Ludgate,"Interesting. So, like a banana made of spiders?",Ron Swanson,6,13,8,Positive
Ron Swanson,"I've said it before and I'll say it again, children are terrible artists. And artists are crooks.",April Ludgate,6,13,17,Neutral
April Ludgate,"I think I know a good dog. There he is! Ron, how about this guy?",Ron Swanson,6,13,15,Positive
Ron Swanson,"Yes, he is a handsome fellow. Hello, dog. I'll take him.",April Ludgate,6,13,11,Neutral
April Ludgate,"That was easy. Awesome. Well, Donna can help you get started on the paperwork. Donna?",Ron Swanson,6,13,15,Neutral
Ron Swanson,"""Why lie?"" ""I'm shopping."" ""Back in an hour.""",April Ludgate,6,13,8,Positive
April Ludgate,"Ugh! God, she's always just leaving and not telling me.",Leslie Knope,6,13,10,Neutral
Leslie Knope,"Hello, caller. You have a comment?",Extra,6,13,6,Neutral
Extra,"Yeah, ever since the merger, we've had a really bad trash problem.",Leslie Knope,6,13,12,Positive
Leslie Knope,"Well, yes, there has been some confusion with some of the garbage routes. And the Sanitation Department is stretched a little thin.",Extra,6,13,22,Neutral
Extra,"No, I mean Eagletonians are human garbage. And we should throw them in a dumpster. Kapow! Yeah, I really like the merger, but I hate that Eagleton was forced to join Pawnee.",Leslie Knope,6,13,32,Neutral
Leslie Knope,"Well, that's what the merger is.",Extra,6,13,6,Neutral
Extra,"Oh. Yeah, then I hate the merger.",Andy Dwyer,6,13,7,Neutral
Andy Dwyer,I think the merger was great. And I think Leslie Knope did an amazing job.,Leslie Knope,6,13,15,Negative
Leslie Knope,"I don't know who this is, but I agree.",Andy Dwyer,6,13,9,Neutral
Andy Dwyer,It's Andy!,Leslie Knope,6,13,2,Neutral
Leslie Knope,Hey.,Andy Dwyer,6,13,1,Neutral
Andy Dwyer,I'm on the radio!,Derry Murbles,6,13,4,Neutral
Derry Murbles,That's all the time we have on Thought For Your Thoughts. I'm Derry Murbles.,August Clementine,6,13,14,Neutral
August Clementine,And I'm August Clementine. And I talked last. Good day.,April Ludgate,6,13,10,Neutral
April Ludgate,Is this land mine still functional?,Ron Swanson,6,13,6,Positive
Ron Swanson,Partially. Why?,April Ludgate,6,13,2,Neutral
April Ludgate,Because I want to blow up Donna's desk so I can teach her a lesson about what happens when you skip work.,Ron Swanson,6,13,22,Negative
Ron Swanson,I'm not sure that's how you should go about this.,April Ludgate,6,13,10,Neutral
April Ludgate,"I'm kind of her boss, now, but I still feel weird disciplining her. What do I do?",Ron Swanson,6,13,17,Negative
Ron Swanson,"Look her in the eyes and tell her exactly what you need from her. Be mature, direct, and firm.",Donna Meagle,6,13,19,Positive
Donna Meagle,What? Some fool just slammed me on Yelp.,April Ludgate,6,13,8,Negative
April Ludgate,I took Ron's advice. I very maturely and straightforwardly left anonymous comments about Donna online.,Donna Meagle,6,13,15,Neutral
Donna Meagle,"""Stopped by to adopt a dog, but the employee, Donna Meagle, was nowhere to be found."" ""Thanks for nothing, Donna Meagle."" ""Booooo!"" With five ""O""s.",April Ludgate,6,13,25,Positive
April Ludgate,"Oh, my God, that sucks. Just have to work harder, I guess, huh?",Donna Meagle,6,13,13,Neutral
Donna Meagle,This freak thinks he can hide behind some anonymous user name? I'm about to hunt you down.,Tom Haverford,6,13,17,Negative
Tom Haverford,"Don't be upset, Leslie. No one listens to the radio. I wasn't even listening. I was listening to podcasts. Podcasts are great. Radio is boring.",Leslie Knope,6,13,25,Negative
Leslie Knope,"Tom, this merger needs a win-- something symbolic and bright and happy that will show that there's light at the end of the tunnel. God, I am so stressed.",Jerry Gergich,6,13,29,Positive
Jerry Gergich,"Uh, Leslie, may I borrow you for a second? Something very special to show you.",Leslie Knope,6,13,15,Positive
Leslie Knope,"Now is not the time, Larry. Please leave.",Jerry Gergich,6,13,8,Negative
Jerry Gergich,I think you--,Leslie Knope,6,13,3,Neutral
Leslie Knope,Larry! What are you still doing here?,Jerry Gergich,6,13,7,Neutral
Jerry Gergich,"Aw, Geez. Okay.",Leslie Knope,6,13,3,Neutral
Leslie Knope,I just wish Pawnee and Eagleton were as happy as Ben and me.,Andy Dwyer,6,13,13,Neutral
Andy Dwyer,"Yeah, by the way, I was gonna mention, you look really old in this picture.",Leslie Knope,6,13,15,Positive
Leslie Knope,"What? Andy, this is a picture of us. This is a picture of an elderly couple. Rosie and Doug DeMarco. They've been married for 50 years. ""Rosie Hails from Pawnee, while Doug is originally from the former Eagleton."" Oh, my God, this is perfect. A Pawnee Eagleton couple that has been married for 50 years is a perfect symbol of how our towns can get along. And we are gonna hold them up as an example of Pawnee Eagleton unity. Whoo! I'm getting the epiphany sweats.",Ben Wyatt,6,13,86,Positive
Ben Wyatt,Stop where you are and take off your clothes. It's couples massage. Ugh. Where's Leslie?,Jerry Gergich,6,13,15,Positive
Jerry Gergich,"Oh, well, she seemed kind of stressed out. And then she yelled at me, and she said she was too busy to come. And since you had said do not tell her the secret under any circumstances--",Ben Wyatt,6,13,37,Neutral
Ben Wyatt,"Aw, man. Well, that's a danger of doing things a day early, I guess. Should I text her and try again?",Jerry Gergich,6,13,21,Positive
Jerry Gergich,"Why don't you just go ahead and get your massage, and then hopefully we can get her in for the next thing.",Ben Wyatt,6,13,22,Neutral
Ben Wyatt,Okay. I have been kind of tense lately. Just thinking about the new Star Wars sequel. I'm afraid they're gonna rely too heavily on CGI. And I'm carrying it all in my shoulders.,Extra,6,13,33,Negative
Extra,Just you? You paid for a couple.,Ben Wyatt,6,13,7,Neutral
Ben Wyatt,"Well, can't believe I'm saying this, but, uh Larry, would you like to get a couples massage with me?",Jerry Gergich,6,13,19,Neutral
Jerry Gergich,I would love to.,Tom Haverford,6,13,4,Neutral
Tom Haverford,"Are we sure we should do this? Last time we scared an old person, Larry had a heart attack.",Andy Dwyer,6,13,19,Negative
Andy Dwyer,That was awesome. He farted so much.,Leslie Knope,6,13,7,Neutral
Leslie Knope,"Okay, look, obviously, we don't really know these people, so let's keep things fun and positive and celebratory, and mergery.",Rosie DeMarco,6,13,20,Negative
Rosie DeMarco,Can I help you?,Leslie Knope,6,13,4,Neutral
Leslie Knope,"Hello, Mrs. DeMarco, I am Leslie Knope, and we saw your announcement in the newspaper and we would love to treat you and your husband to a very special day.",Doug DeMarco,6,13,30,Positive
Doug DeMarco,All right. How much money did we win?,Leslie Knope,6,13,8,Neutral
Leslie Knope,"Oh, no, you didn't win any money, you won something better than money. A golden anniversary celebration.",Rosie DeMarco,6,13,17,Neutral
Rosie DeMarco,So no money.,Leslie Knope,6,13,3,Neutral
Leslie Knope,"No, and I'm now just realizing how misleading this giant check is.",Tom Haverford,6,13,12,Negative
Tom Haverford,Told you.,Leslie Knope,6,13,2,Neutral
Leslie Knope,"Yes, you did, Tom. Thank you. Now is not the time. We-- Hey! Hey! We'll give you some money. Okay? Here, here's some money. Everybody give 'em money.",Andy Dwyer,6,13,28,Negative
Andy Dwyer,"I got football cards, and a travel mouthwash.",Leslie Knope,6,13,8,Neutral
Leslie Knope,Wow! That's great! Let's get started!,Donna Meagle,6,13,6,Negative
Donna Meagle,Just give me the IP address of the dude that gave me that cracked-out Yelp review.,Extra,6,13,16,Neutral
Extra,"Okay, here we go. The IP address says it came from someone inside city hall.",Donna Meagle,6,13,15,Positive
Donna Meagle,"In this building? Oh, hell, no.",April Ludgate,6,13,6,Positive
April Ludgate,"Well, who cares, really? It's just some dumb internet person. Ignore it.",Donna Meagle,6,13,12,Neutral
Donna Meagle,Ignore it? I'm about to come down on this dude like Thor's hammer Mjolnir. I'm about to go Mjolnir on his ass!,Ron Swanson,6,13,22,Neutral
Ron Swanson,"Speaking of bad reviewsâ¦ Computers are mostly pointless, but that Yelp thing gave me a great idea on how to criticize people and places. I am composing strongly worded letters about things I disapprove of, and I am using the internet to get addresses where I can send them. So far I've written to a vegetable farm, several European ambassadors, a manufacturer of male cologne, and a nonfat frozen yogurt bar. ""Dear frozen yogurt, you are the celery of desserts."" ""Be ice cream or be nothing."" ""Zero stars.""",Jerry Gergich,6,13,88,Positive
Jerry Gergich,"Oh, I cannot wait for Leslie to see this surprise.",Ben Wyatt,6,13,10,Neutral
Ben Wyatt,"I am so prepared. I watched Enchanted three times to get all the details right. And then another two times, because that movie is amazing.",Jerry Gergich,6,13,25,Positive
Jerry Gergich,"Oh, it really is.",Leslie Knope,6,13,4,Neutral
Leslie Knope,Hello?,Ben Wyatt,6,13,1,Neutral
Ben Wyatt,"Oh, hey, Leslie. You want to go grab lunch together? I'm out front. Super casual.",Leslie Knope,6,13,15,Positive
Leslie Knope,"I'm sorry, babe. I'm not even in my office. I'm out saving the merger. Can it wait?",Ben Wyatt,6,13,17,Neutral
Ben Wyatt,"Oh, yeah. Yeah, yeah, yeah. No worries.",Leslie Knope,6,13,7,Positive
Leslie Knope,"Okay, great. I'll see you at dinner. I love you.",Ben Wyatt,6,13,10,Positive
Ben Wyatt,"Oh, boy. Well, it's not too late to cancel the waffle buffet or the Hilary impersonator, but a lot of these deposits were non-refundable. Hey, Larry. You up for a boys' day out in a horsedrawn carriage?",Jerry Gergich,6,13,37,Neutral
Jerry Gergich,Sure. What the heck?,Ben Wyatt,6,13,4,Neutral
Ben Wyatt,"Well, thus begins our enchanted adventure. God, that movie really was amazing. And you know what doesn't get enough credit in that movie? The score.",Jerry Gergich,6,13,25,Negative
Jerry Gergich,Music.,Ben Wyatt,6,13,1,Neutral
Ben Wyatt,"Good sir, tally ho.",Jerry Gergich,6,13,4,Neutral
Jerry Gergich,"God, that-- from the movie!",Ben Wyatt,6,13,5,Neutral
Ben Wyatt,That is definitely from the movie.,Leslie Knope,6,13,6,Neutral
Leslie Knope,"Okay, you two, head on up there. We are gonna recreate your wedding photo from 50 years ago.",Doug DeMarco,6,13,18,Neutral
Doug DeMarco,"Okay, let's relive that day. Only this time could we shave her moustache?",Leslie Knope,6,13,13,Neutral
Leslie Knope,"Oh, boy. I don't know. I'm kind of worried about putting these two on live TV. They're sort of grumpy.",Tom Haverford,6,13,20,Neutral
Tom Haverford,"Why are we wasting our time with these old people anyway? They're like the old version of iTunes. We're like the new version of iTunes, baby. We're gonna be here forever. Oh, my God. I'm gonna die someday.",Leslie Knope,6,13,38,Positive
Leslie Knope,"Well, let's just hope that deep down these two still love each other.",Rosie DeMarco,6,13,13,Negative
Rosie DeMarco,"Hey, no touching. This is not your birthday.",Jerry Gergich,6,13,8,Negative
Jerry Gergich,"Now, you see, the trick with paella is to use just enough saffron to complement the shellfish.",Ben Wyatt,6,13,17,Neutral
Ben Wyatt,"Okay. Oh, man, that is so good.",Jerry Gergich,6,13,7,Neutral
Jerry Gergich,"Oh, yeah.",Leslie Knope,6,13,2,Neutral
Leslie Knope,"Wow, isn't this exciting? In just a few minutes, you are going to be professing your love on television.",Doug DeMarco,6,13,19,Negative
Doug DeMarco,Could I have a glass of water before we go on?,Rosie DeMarco,6,13,11,Positive
Rosie DeMarco,"Don't give him any water. He does this annoying thing where every time he takes a drink of water he goes, ""Ah""",Doug DeMarco,6,13,22,Neutral
Doug DeMarco,She does this annoying thing where every time she takes a drink of water she is an old nag.,Leslie Knope,6,13,19,Neutral
Leslie Knope,"Ah, the playful banter of a couple on the same team. That's what this is, right?",Joan Callamezzo,6,13,16,Neutral
Joan Callamezzo,"All right, let's burn this candle.",Leslie Knope,6,13,6,Neutral
Leslie Knope,"Joan, if we could just have a moment. We need to get ready.",Joan Callamezzo,6,13,13,Neutral
Joan Callamezzo,"Oh, no, no. We gotta go. Yeah, the uppers are kicking in. Just took some ludes to kind of smooth it out, so I'm right in that sweet spot. Got about 20 minutes before I either get really tired or really horny, so let's roll.",Rosie DeMarco,6,13,45,Negative
Rosie DeMarco,"Dougie, are you sure you want to go on television? You look like a leather glove got caught in a lawnmower.",Leslie Knope,6,13,21,Neutral
Leslie Knope,"Okay, you know what? I'm going to admit something. I orchestrated the Pawnee Eagleton merger, and I was hoping that your marriage could show people that a happy union is possible. So when you're out there, if you could just, you know, look back over the past 50 years together and focus on the good times, okay?",Kyle,6,13,57,Positive
Kyle,"Donna, you wanted to see me?",Donna Meagle,6,13,6,Neutral
Donna Meagle,"Yes, I did, troll.",Kyle,6,13,4,Neutral
Kyle,What?,Donna Meagle,6,13,1,Neutral
Donna Meagle,"You tried to adopt a cat last week and I turned you down, because I thought it was too sad for you to have six cats. Then you tried to blow up my spot online. You're fired.",Kyle,6,13,37,Negative
Kyle,"You're not my boss, I work for the city attorney's office.",Donna Meagle,6,13,11,Negative
Donna Meagle,You're fired.,Ron Swanson,6,13,2,Neutral
Ron Swanson,How much postage does it take to send a letter to Canada?,April Ludgate,6,13,12,Positive
April Ludgate,Who's it going to?,Ron Swanson,6,13,4,Neutral
Ron Swanson,"Canada. It says, ""Dear Canada, [bleep] you.""",Joan Callamezzo,6,13,7,Positive
Joan Callamezzo,"Doug and Rosie DeMarco,",Doug DeMarco,6,13,4,Positive
Doug DeMarco,Ahh.,Joan Callamezzo,6,13,1,Neutral
Joan Callamezzo,Tell us how you first met.,Rosie DeMarco,6,13,6,Neutral
Rosie DeMarco,"Well, it was 1963, and we met, and it was great.",Leslie Knope,6,13,11,Neutral
Leslie Knope,"Isn't love grand? 50 years of marriage, helping to bridge the meaningless divide between Pawnee and Eagleton.",Joan Callamezzo,6,13,17,Neutral
Joan Callamezzo,"Yeah, my show, my questions. So what is the secret sauce that we should all be putting on our marriage burgers?",Doug DeMarco,6,13,21,Neutral
Doug DeMarco,"Well, we never go to bed angry.",Joan Callamezzo,6,13,7,Negative
Joan Callamezzo,"Never, ever would have thought of that.",Doug DeMarco,6,13,7,Neutral
Doug DeMarco,Ahh.,Rosie DeMarco,6,13,1,Neutral
Rosie DeMarco,"Okay. I can't do this. Leslie, you can keep your money.",Joan Callamezzo,6,13,11,Neutral
Joan Callamezzo,Money? Did you bribe them to be here?,Leslie Knope,6,13,8,Neutral
Leslie Knope,"No, I--",Doug DeMarco,6,13,2,Neutral
Doug DeMarco,Leslie offered us each 200 bucks to keep this goingâ¦,Joan Callamezzo,6,13,10,Positive
Joan Callamezzo,Ahh.,Doug DeMarco,6,13,1,Neutral
Doug DeMarco,But it's impossible.,Rosie DeMarco,6,13,3,Neutral
Rosie DeMarco,You want to know why we got married?,Joan Callamezzo,6,13,8,Neutral
Joan Callamezzo,Bring it.,Rosie DeMarco,6,13,2,Neutral
Rosie DeMarco,"I had no prospects, and Dougie here had an alcohol problem. Plus the Cold War was happening, and frankly, we all thought we were gonna die.",Doug DeMarco,6,13,26,Positive
Doug DeMarco,"Well, I figured I could really tick off my parents by shacking up with some Pawnee trash.",Leslie Knope,6,13,17,Neutral
Leslie Knope,"Ya-ta-ta-ta-ta. Okay. We all agree that marriages have their ups and downs, but at the end of the day, they're worth it becauseâ¦ Who likes tap dancing?",Doug DeMarco,6,13,27,Negative
Doug DeMarco,I slept with Sharon in 1979.,Rosie DeMarco,6,13,6,Neutral
Rosie DeMarco,I used to get out of the shower in front of your brother on purpose.,Andy Dwyer,6,13,15,Negative
Andy Dwyer,"Hey, Leslie, who cares? They're old people. They eat, they sleep, they complain, and they watch Family Feud. Oh, my God, I wanna be an old person.",Leslie Knope,6,13,27,Positive
Leslie Knope,"Gah, I don't know what to do. I wish Ben was here. What is he doing right now?",Ben Wyatt,6,13,18,Neutral
Ben Wyatt,"Oh, man!",Jerry Gergich,6,13,2,Neutral
Jerry Gergich,You did good!,Ben Wyatt,6,13,3,Neutral
Ben Wyatt,Larry!,Jerry Gergich,6,13,1,Neutral
Jerry Gergich,Whoa! Wow. Thank you.,Ron Swanson,6,13,4,Neutral
Ron Swanson,Can I help you?,Extra,6,13,4,Neutral
Extra,"Yeah, I own Lettuce Eat, the vegan restaurant on Lowell Drive, and I wanted to know why you nailed this letter to my door.",Ron Swanson,6,13,24,Positive
Ron Swanson,"""Veganism is the sad result of a morally corrupt mind."" ""Reconsider your life."" Because I believe it. Good day.",Extra,6,13,19,Negative
Extra,Carnivores. You're all the same.,April Ludgate,6,13,5,Neutral
April Ludgate,How did that guy know where to find you?,Ron Swanson,6,13,9,Positive
Ron Swanson,I assume he saw my name and address at the bottom of the letter I nailed to his door.,April Ludgate,6,13,19,Positive
April Ludgate,You signed your real name?,Ron Swanson,6,13,5,Neutral
Ron Swanson,"Of course I did. What's gonna happen? A vegan is gonna physically attack me? They're basically made of glass. But more importantly, if you believe in something, you sign your name to it. Which is why the makers of carbonated water will soon know exactly where to find me.",April Ludgate,6,13,49,Positive
April Ludgate,"Donna, Kyle did not write those things, okay? I did.",Donna Meagle,6,13,10,Neutral
Donna Meagle,I know.,April Ludgate,6,13,2,Neutral
April Ludgate,You do?,Donna Meagle,6,13,2,Neutral
Donna Meagle,"I checked what else that user had written. It was a review of a funeral home that said ""Great first date spot."" I dragged Kyle in here to see if you would come clean.",April Ludgate,6,13,34,Negative
April Ludgate,"Well, you overestimated how much I care what happens to Kyle. Or anyone, really. But I'm sorry that I didn't just talk to you.",Donna Meagle,6,13,24,Positive
Donna Meagle,"And I'm sorry I bailed on work. And I'm sorry I toyed with you instead of coming at you straight. From now on, we say what we feel. Cool?",April Ludgate,6,13,29,Neutral
April Ludgate,Cool. Your lipstick looks weird.,Donna Meagle,6,13,5,Neutral
Donna Meagle,You're gonna want to shut your mouth right now.,April Ludgate,6,13,9,Neutral
April Ludgate,Good talk.,Leslie Knope,6,13,2,Neutral
Leslie Knope,I don't know. Maybe Pawneeans and Eagletonians aren't meant to coexist.,Ben Wyatt,6,13,11,Neutral
Ben Wyatt,"Well, at least our merger is going well.",Leslie Knope,6,13,8,Neutral
Leslie Knope,Cheers.,Ben Wyatt,6,13,1,Neutral
Ben Wyatt,"Cheers. You know, Andy and Tom were right when they said the DeMarcos don't matter. Their generation's the past. The way to make this merger take hold is to focus on the future.",Leslie Knope,6,13,33,Neutral
Leslie Knope,"Of course. The children. The children are our future. Whitney Houston knew it, and so do you, and so do I. I'm gonna need your help on something. I think we should go to work",Ben Wyatt,6,13,35,Positive
Ben Wyatt,Oh.,Leslie Knope,6,13,1,Neutral
Leslie Knope,"But not now. We're having dinner. Damn, this paella is good. Did you put saffron in here? It makes the shellfish taste delicious.",Ben Wyatt,6,13,23,Neutral
Ben Wyatt,"Yes. Yes, it does.",Leslie Knope,6,13,4,Neutral
Leslie Knope,"Okay, the people in this room are the first members of the Pawnee Eagleton Youth Committee. Now, April says that young people think the word ""committee"" is lame, so let's just think of this as a like a super chill, fun e-hangout.",Tom Haverford,6,13,42,Positive
Tom Haverford,Worse. That's worse.,Ben Wyatt,6,13,3,Neutral
Ben Wyatt,"Okay, new people. Let's introduce ourselves.",Craig Middlebrooks,6,13,6,Neutral
Craig Middlebrooks,"Craig Middlebrooks. Samantha in the boardroom, Miranda in the bedroom. I know it's not ideal, but it's who I am. This is my friend Madison. She's amazing. And she drove me here!",Ben Wyatt,6,13,32,Positive
Ben Wyatt,Okay. This group has an incredibly important job. You need to figure out how to hold this town together.,Leslie Knope,6,13,19,Negative
Leslie Knope,"You are going to meet twice a week and you're here because of your energy, and your youth, and for some of you, your mental age, and you're going to find a way to make this merger stick. So we are gonna order you some 'zzas. You get to B.S.-ing, brainstorming.",Ben Wyatt,6,13,51,Neutral
Ben Wyatt,Just chill. Peace out.,Leslie Knope,6,13,4,Positive
Leslie Knope,"Okay, so it's been an hour. From out there, it looks like you guys were having some fun, getting to know each other. So why don't we call this first meeting a success and then we'll get together later in the week.",Tom Haverford,6,13,42,Positive
Tom Haverford,"Hold up, sweet pea. We have an idea. It's called the Unity Concert. It's a massive music and arts festival to celebrate the merger.",Andy Dwyer,6,13,24,Negative
Andy Dwyer,"We get artists and musicians from both towns to come together. It's gonna be like a giant Woodstock, except for instead of everybody rolling around in mud, they'll be rolling around in happiness. Or maybe mud. I don't know. I can't control the weather.",Madison,6,13,44,Neutral
Madison,"We want to have a bunch of different band stages. You know, people will go to parts of the town they don't usually go to. Plus, we'll have tents for art exhibits and panels, and maybe a short film festival.",Tom Haverford,6,13,40,Neutral
Tom Haverford,Donna said she might be able to get Ginuwine. That's given me a reason to live.,April Ludgate,6,13,16,Positive
April Ludgate,"Yeah, it's not like everyone's gonna suddenly start holding hands and making out, but we figure, why not throw a big three-day outdoor party, show everyone a good time, and maybe they'll forget about this stupid stuff.",Tom Haverford,6,13,37,Neutral
Tom Haverford,What do you think?,Leslie Knope,6,13,4,Neutral
Leslie Knope,I don't-- I don't-- I don't even-- You know what I mean?,Madison,6,13,12,Neutral
Madison,What's wrong with her? Why is making those noises?,April Ludgate,6,13,9,Neutral
April Ludgate,"Oh, right, you don't know Leslie. That means she loves it so much she can't speak.",Leslie Knope,6,13,16,Neutral
Leslie Knope,"You guys, that's like-- I don't know-- Amazing. Like-- what you do there.",Ben Wyatt,6,13,13,Negative
Ben Wyatt,Happy anniversary. So I know we agreed on no gifts.,Leslie Knope,6,13,10,Negative
Leslie Knope,What?,Ben Wyatt,6,13,1,Neutral
Ben Wyatt,But I did get you a gift.,Leslie Knope,6,13,7,Neutral
Leslie Knope,No.,Ben Wyatt,6,13,1,Neutral
Ben Wyatt,"A bunch of them, actually. I was gonna surprise you with them yesterday, but they never reached you.",Leslie Knope,6,13,18,Neutral
Leslie Knope,"Ahem. Oh, my eff-ing God. You planned all of this for me? An enchanted carriage? This is amazing. Oh, and your scrapbook instincts are really good. I mean, this is a little rough, but you have a lot of talent here.",Ben Wyatt,6,13,41,Neutral
Ben Wyatt,"Oh, I can't believe I actually defeated Leslie Knope at a gift exchange. Yes!",Leslie Knope,6,13,14,Negative
Leslie Knope,"Uh, yeah. About that. Happy anniversary.",Ben Wyatt,6,13,6,Neutral
Ben Wyatt,It's the Iron Throne. Ohh! It's the Iron Throne.,Leslie Knope,6,13,9,Negative
Leslie Knope,"Yes, it is. I had a guy at the model store make a replica. He's a bigger Game of Thrones fan than you are.",Ben Wyatt,6,13,24,Neutral
Ben Wyatt,"Okay, I know I'm making that dumb surprise face, but I can't help it. This is the greatest gift I've ever received, Leslie. When you play the game of thrones, you win or you die. Yes. No. Yes. No! Come here. Come hither, peasant. Come here. Who are you?",Leslie Knope,6,13,49,Positive
Leslie Knope,Our starship is in trouble.,Ben Wyatt,6,13,5,Positive
Ben Wyatt,"Okay, Leslie, listen. If you're not-- if you don't know what you're talking about",None,6,13,14,Positive
Jerry Gergich,Are you getting ready with Andy in London? You look lovely.,April Ludgate,6,5,11,Neutral
April Ludgate,I'm going to murder you a thousand times.,Jerry Gergich,6,5,8,Neutral
Jerry Gergich,Okay.,April Ludgate,6,5,1,Neutral
April Ludgate,What the hell?,Andy Dwyer,6,5,3,Neutral
Andy Dwyer,"Someone's back from London, no, it's not the queen someone's back from London, it's not Mr. Bean.",April Ludgate,6,5,17,Neutral
April Ludgate,"Oh, my God.",Andy Dwyer,6,5,3,Neutral
Andy Dwyer,"It's not the royal baby, I think his name is Jeff",April Ludgate,6,5,11,Neutral
April Ludgate,"Stop singing! Kiss me! Oh, my God! What are you doing here?",Andy Dwyer,6,5,12,Neutral
Andy Dwyer,"Just missed you so bad, honey, I bought myself a ticket home. You're never gonna need that computer again 'cause I'm home for, like, 19 hours.",Jerry Gergich,6,5,26,Negative
Jerry Gergich,This is so sweet. Just like the old days.,Andy Dwyer,6,5,9,Neutral
Andy Dwyer,"Take a hike, Jerry.",Jerry Gergich,6,5,4,Neutral
Jerry Gergich,It's Larry now.,Andy Dwyer,6,5,3,Neutral
Andy Dwyer,"Okay, take a hike, Larry.",Councilman Howser,6,5,5,Neutral
Councilman Howser,"Next order of business, Councilman Jamm proposes Bill 949c.",Jeremy Jamm,6,5,9,Neutral
Jeremy Jamm,"That's right, stretch, and looking mighty fly in that suit, brother. Okay, this excellent bill only allows someone to vote in a Pawnee election, for example, the upcoming recall election, if their I.D. lists an official Pawnee address.",Leslie Knope,6,5,38,Neutral
Leslie Knope,"Really, councilman? Again? The recall election is coming up, and Jamm keeps trying to figure out ways to screw me over. Last week, he tried to have me listed on the ballot as ""Leslie Buttface Hitler the Fourth."" All you're trying to do is disenfranchise the people from former Eagleton, people who will most likely vote for me because I saved a lot of their jobs. I move that we table the discussion until after the election.",Councilman Howser,6,5,77,Positive
Councilman Howser,Second.,Leslie Knope,6,5,1,Neutral
Leslie Knope,Thank you!,Councilman Howser,6,5,2,Neutral
Councilman Howser,Ah!,Leslie Knope,6,5,1,Neutral
Leslie Knope,"I'm so sorry. I just get excited when you like me. I put my career on the line by saving Eagleton, and he's trying to rob me of their votes? Those are my votes. I've earned them! I want them! Give me those votes!",Ben Wyatt,6,5,44,Negative
Ben Wyatt,I don't have them on me.,Leslie Knope,6,5,6,Neutral
Leslie Knope,I can't believe Jamm tried to pull that crap.,Ben Wyatt,6,5,9,Neutral
Ben Wyatt,I can. He's a horrible monster. But let's focus on the more important issue. You want to squeeze in one more practice session?,Leslie Knope,6,5,23,Negative
Leslie Knope,"Oh, do I? Tonight, I am throwing Ben his dream birthday party, a roller skating bash with an early '90s theme. Ben lives for the early '90s. The music, the fashion. It's his favorite era. As for the roller skating",Ben Wyatt,6,5,40,Neutral
Ben Wyatt,"I have a thing for women in skates. Okay? Everyone has a thing, and that's mine. As far as things go, it's pretty innocuous. Could be one of those dudes that kisses mannequins or whatever, but I like a woman in skates. A lot.",April Ludgate,6,5,44,Positive
April Ludgate,"Hey, Ann, Ann called. She wants her ugly outfit back.",Ann Perkins,6,5,10,Positive
Ann Perkins,Why are you dressed as a pilgrim?,April Ludgate,6,5,7,Neutral
April Ludgate,"Leslie said it was a ""Come As You Were in the '90s"" party. I assumed it was the 1690s.",Andy Dwyer,6,5,19,Positive
Andy Dwyer,"Babe, if it was the 1690s, we'd all be mummies.",Ann Perkins,6,5,10,Negative
Ann Perkins,What do you think mummies are?,Andy Dwyer,6,5,6,Negative
Andy Dwyer,Skeletons?,Ann Perkins,6,5,1,Neutral
Ann Perkins,"Oh, boy.",Nadia Stasky,6,5,2,Neutral
Nadia Stasky,"Hey. I just came straight from work, so I couldn't dress up.",Tom Haverford,6,5,12,Negative
Tom Haverford,No problem. You look wiggidy wiggidy wiggidy wiggidy wonderful.,Nadia Stasky,6,5,9,Neutral
Nadia Stasky,"Wait a minute. Pants on backwards. Kris Kross, right? Nice! What happens when you have to pee?",Tom Haverford,6,5,17,Positive
Tom Haverford,"I actually just went. I had to pull my pants all the way to the ground like a toddler. Nadia, the super hot doctor, has been hanging out with me for the last week. She's definitely out of my league. Actually, we're not even playing the same sport. It's kind of like she's in NBA and I work at a muffler store next to the stadium. I can't believe we met just before you have to go on your stupid vacation.",Nadia Stasky,6,5,81,Positive
Nadia Stasky,"I'm doing doctors without borders, man. I'm going to Rwanda.",Tom Haverford,6,5,10,Negative
Tom Haverford,Exactly. That's a stupid vacation.,Andy Dwyer,6,5,5,Neutral
Andy Dwyer,"Okay, well, why don't you win me that huge-ass bear as a going-away present?",Tom Haverford,6,5,14,Positive
Tom Haverford,No problem. I'm a skee ball master.,Nadia Stasky,6,5,7,Negative
Nadia Stasky,No way! Why don't you go pro?,Tom Haverford,6,5,7,Neutral
Tom Haverford,I don't know. I didn't want to be a cliche. Yet another professional Indian skee ball player?,Nadia Stasky,6,5,17,Neutral
Nadia Stasky,Right.,Extra,6,5,1,Neutral
